Estado,Sesión,Fecha,Dia_Semana,Hora_Sorteo,Fijo
GA,Midday,2026-01-07,Wednesday,12:30,81.0
FL,Midday,2026-01-07,Wednesday,13:34,34.0
NY,Midday,2026-01-07,Wednesday,14:30,16.0
GA,Evening,2026-01-07,Wednesday,19:00,67.0
FL,Evening,2026-01-07,Wednesday,21:50,63.0
NY,Evening,2026-01-07,Wednesday,22:30,86.0
GA,Night,2026-01-07,Wednesday,23:34,39.0
GA,Midday,2026-01-08,Thursday,12:30,80.0
FL,Midday,2026-01-08,Thursday,13:34,29.0
NY,Midday,2026-01-08,Thursday,14:30,99.0
GA,Evening,2026-01-08,Thursday,19:00,76.0
FL,Evening,2026-01-08,Thursday,21:50,96.0
NY,Evening,2026-01-08,Thursday,22:30,32.0
GA,Night,2026-01-08,Thursday,23:34,31.0
GA,Midday,2026-01-09,Friday,12:30,77.0
FL,Midday,2026-01-09,Friday,13:34,60.0
NY,Midday,2026-01-09,Friday,14:30,89.0
GA,Evening,2026-01-09,Friday,19:00,2.0
FL,Evening,2026-01-09,Friday,21:50,93.0
NY,Evening,2026-01-09,Friday,22:30,35.0
GA,Night,2026-01-09,Friday,23:34,12.0
GA,Midday,2026-01-10,Saturday,12:30,53.0
FL,Midday,2026-01-10,Saturday,13:34,1.0
NY,Midday,2026-01-10,Saturday,14:30,52.0
GA,Evening,2026-01-10,Saturday,19:00,65.0
FL,Evening,2026-01-10,Saturday,21:50,6.0
NY,Evening,2026-01-10,Saturday,22:30,56.0
GA,Night,2026-01-10,Saturday,23:34,70.0
GA,Midday,2026-01-11,Sunday,12:30,99.0
FL,Midday,2026-01-11,Sunday,13:34,22.0
NY,Midday,2026-01-11,Sunday,14:30,92.0
GA,Evening,2026-01-11,Sunday,19:00,18.0
FL,Evening,2026-01-11,Sunday,21:50,89.0
NY,Evening,2026-01-11,Sunday,22:30,91.0
GA,Night,2026-01-11,Sunday,23:34,32.0
GA,Midday,2026-01-12,Monday,12:30,77.0
FL,Midday,2026-01-12,Monday,13:34,60.0
NY,Midday,2026-01-12,Monday,14:30,24.0
GA,Evening,2026-01-12,Monday,19:00,75.0
FL,Evening,2026-01-12,Monday,21:50,96.0
NY,Evening,2026-01-12,Monday,22:30,86.0
GA,Night,2026-01-12,Monday,23:34,84.0
GA,Midday,2026-01-13,Tuesday,12:30,59.0
FL,Midday,2026-01-13,Tuesday,13:34,90.0
NY,Midday,2026-01-13,Tuesday,14:30,9.0
GA,Evening,2026-01-13,Tuesday,19:00,84.0
FL,Evening,2026-01-13,Tuesday,21:50,43.0
NY,Evening,2026-01-13,Tuesday,22:30,18.0
GA,Night,2026-01-13,Tuesday,23:34,97.0
GA,Midday,2026-01-14,Wednesday,12:30,49.0
FL,Midday,2026-01-14,Wednesday,13:34,16.0
NY,Midday,2026-01-14,Wednesday,14:30,19.0
GA,Evening,2026-01-14,Wednesday,19:00,78.0
FL,Evening,2026-01-14,Wednesday,21:50,49.0
NY,Evening,2026-01-14,Wednesday,22:30,2.0
GA,Night,2026-01-14,Wednesday,23:34,90.0
GA,Midday,2026-01-15,Thursday,12:30,74.0
FL,Midday,2026-01-15,Thursday,13:34,4.0
NY,Midday,2026-01-15,Thursday,14:30,1.0
GA,Evening,2026-01-15,Thursday,19:00,1.0
FL,Evening,2026-01-15,Thursday,21:50,47.0
NY,Evening,2026-01-15,Thursday,22:30,84.0
GA,Night,2026-01-15,Thursday,23:34,9.0
GA,Midday,2026-01-16,Friday,12:30,7.0
FL,Midday,2026-01-16,Friday,13:34,73.0
NY,Midday,2026-01-16,Friday,14:30,39.0
GA,Evening,2026-01-16,Friday,19:00,20.0
FL,Evening,2026-01-16,Friday,21:50,0.0
NY,Evening,2026-01-16,Friday,22:30,96.0
GA,Night,2026-01-16,Friday,23:34,70.0
GA,Midday,2026-01-17,Saturday,12:30,25.0
FL,Midday,2026-01-17,Saturday,13:34,14.0
NY,Midday,2026-01-17,Saturday,14:30,4.0
GA,Evening,2026-01-17,Saturday,19:00,58.0
FL,Evening,2026-01-17,Saturday,21:50,6.0
NY,Evening,2026-01-17,Saturday,22:30,85.0
GA,Night,2026-01-17,Saturday,23:34,60.0
GA,Midday,2026-01-18,Sunday,12:30,18.0
FL,Midday,2026-01-18,Sunday,13:34,11.0
NY,Midday,2026-01-18,Sunday,14:30,82.0
GA,Evening,2026-01-18,Sunday,19:00,46.0
FL,Evening,2026-01-18,Sunday,21:50,62.0
NY,Evening,2026-01-18,Sunday,22:30,94.0
GA,Night,2026-01-18,Sunday,23:34,76.0
GA,Midday,2026-01-19,Monday,12:30,98.0
FL,Midday,2026-01-19,Monday,13:34,63.0
NY,Midday,2026-01-19,Monday,14:30,69.0
GA,Evening,2026-01-19,Monday,19:00,18.0
FL,Evening,2026-01-19,Monday,21:50,59.0
NY,Evening,2026-01-19,Monday,22:30,40.0
GA,Night,2026-01-19,Monday,23:34,64.0
GA,Midday,2026-01-20,Tuesday,12:30,23.0
FL,Midday,2026-01-20,Tuesday,13:34,43.0
NY,Midday,2026-01-20,Tuesday,14:30,79.0
GA,Evening,2026-01-20,Tuesday,19:00,73.0
FL,Evening,2026-01-20,Tuesday,21:50,6.0
NY,Evening,2026-01-20,Tuesday,22:30,6.0
GA,Night,2026-01-20,Tuesday,23:34,80.0
GA,Midday,2026-01-21,Wednesday,12:30,70.0
FL,Midday,2026-01-21,Wednesday,13:34,50.0
NY,Midday,2026-01-21,Wednesday,14:30,16.0
GA,Evening,2026-01-21,Wednesday,19:00,52.0
FL,Evening,2026-01-21,Wednesday,21:50,84.0
NY,Evening,2026-01-21,Wednesday,22:30,33.0
GA,Night,2026-01-21,Wednesday,23:34,41.0
GA,Midday,2026-01-22,Thursday,12:30,2.0
FL,Midday,2026-01-22,Thursday,13:34,93.0
NY,Midday,2026-01-22,Thursday,14:30,81.0
GA,Evening,2026-01-22,Thursday,19:00,63.0
FL,Evening,2026-01-22,Thursday,21:50,16.0
NY,Evening,2026-01-22,Thursday,22:30,87.0
GA,Night,2026-01-22,Thursday,23:34,84.0
GA,Midday,2026-01-23,Friday,12:30,86.0
FL,Midday,2026-01-23,Friday,13:34,3.0
NY,Midday,2026-01-23,Friday,14:30,89.0
GA,Evening,2026-01-23,Friday,19:00,49.0
FL,Evening,2026-01-23,Friday,21:50,10.0
NY,Evening,2026-01-23,Friday,22:30,71.0
GA,Night,2026-01-23,Friday,23:34,87.0
GA,Midday,2026-01-24,Saturday,12:30,58.0
FL,Midday,2026-01-24,Saturday,13:34,61.0
NY,Midday,2026-01-24,Saturday,14:30,16.0
GA,Evening,2026-01-24,Saturday,19:00,86.0
FL,Evening,2026-01-24,Saturday,21:50,62.0
NY,Evening,2026-01-24,Saturday,22:30,51.0
GA,Night,2026-01-24,Saturday,23:34,52.0
GA,Midday,2026-01-25,Sunday,12:30,5.0
FL,Midday,2026-01-25,Sunday,13:34,84.0
NY,Midday,2026-01-25,Sunday,14:30,77.0
GA,Evening,2026-01-25,Sunday,19:00,73.0
FL,Evening,2026-01-25,Sunday,21:50,84.0
NY,Evening,2026-01-25,Sunday,22:30,83.0
GA,Night,2026-01-25,Sunday,23:34,84.0
GA,Midday,2026-01-26,Monday,12:30,37.0
FL,Midday,2026-01-26,Monday,13:34,60.0
NY,Midday,2026-01-26,Monday,14:30,76.0
GA,Evening,2026-01-26,Monday,19:00,81.0
FL,Evening,2026-01-26,Monday,21:50,20.0
NY,Evening,2026-01-26,Monday,22:30,66.0
GA,Night,2026-01-26,Monday,23:34,16.0
GA,Midday,2026-01-27,Tuesday,12:30,97.0
FL,Midday,2026-01-27,Tuesday,13:34,5.0
NY,Midday,2026-01-27,Tuesday,14:30,17.0
GA,Evening,2026-01-27,Tuesday,19:00,22.0
FL,Evening,2026-01-27,Tuesday,21:50,22.0
NY,Evening,2026-01-27,Tuesday,22:30,65.0
GA,Night,2026-01-27,Tuesday,23:34,3.0
GA,Midday,2026-01-28,Wednesday,12:30,28.0
FL,Midday,2026-01-28,Wednesday,13:34,87.0
NY,Midday,2026-01-28,Wednesday,14:30,90.0
GA,Evening,2026-01-28,Wednesday,19:00,54.0
FL,Evening,2026-01-28,Wednesday,21:50,56.0
NY,Evening,2026-01-28,Wednesday,22:30,33.0
GA,Night,2026-01-28,Wednesday,23:34,3.0
GA,Midday,2026-01-29,Thursday,12:30,66.0
FL,Midday,2026-01-29,Thursday,13:34,35.0
NY,Midday,2026-01-29,Thursday,14:30,52.0
GA,Evening,2026-01-29,Thursday,19:00,91.0
FL,Evening,2026-01-29,Thursday,21:50,80.0
NY,Evening,2026-01-29,Thursday,22:30,92.0
GA,Night,2026-01-29,Thursday,23:34,97.0
GA,Midday,2026-01-30,Friday,12:30,5.0
FL,Midday,2026-01-30,Friday,13:34,64.0
NY,Midday,2026-01-30,Friday,14:30,23.0
GA,Evening,2026-01-30,Friday,19:00,49.0
FL,Evening,2026-01-30,Friday,21:50,24.0
NY,Evening,2026-01-30,Friday,22:30,15.0
GA,Night,2026-01-30,Friday,23:34,12.0
GA,Midday,2026-01-31,Saturday,12:30,92.0
FL,Midday,2026-01-31,Saturday,13:34,85.0
NY,Midday,2026-01-31,Saturday,14:30,17.0
GA,Evening,2026-01-31,Saturday,19:00,21.0
FL,Evening,2026-01-31,Saturday,21:50,50.0
NY,Evening,2026-01-31,Saturday,22:30,32.0
GA,Night,2026-01-31,Saturday,23:34,73.0
GA,Midday,2026-02-01,Sunday,12:30,48.0
FL,Midday,2026-02-01,Sunday,13:34,33.0
NY,Midday,2026-02-01,Sunday,14:30,16.0
GA,Evening,2026-02-01,Sunday,19:00,76.0
FL,Evening,2026-02-01,Sunday,21:50,42.0
NY,Evening,2026-02-01,Sunday,22:30,61.0
GA,Night,2026-02-01,Sunday,23:34,2.0
GA,Midday,2026-02-02,Monday,12:30,34.0
FL,Midday,2026-02-02,Monday,13:34,75.0
NY,Midday,2026-02-02,Monday,14:30,75.0
GA,Evening,2026-02-02,Monday,19:00,32.0
FL,Evening,2026-02-02,Monday,21:50,2.0
NY,Evening,2026-02-02,Monday,22:30,45.0
GA,Night,2026-02-02,Monday,23:34,23.0
GA,Midday,2026-02-03,Tuesday,12:30,33.0
FL,Midday,2026-02-03,Tuesday,13:34,52.0
NY,Midday,2026-02-03,Tuesday,14:30,15.0
GA,Evening,2026-02-03,Tuesday,19:00,65.0
FL,Evening,2026-02-03,Tuesday,21:50,24.0
NY,Evening,2026-02-03,Tuesday,22:30,79.0
GA,Night,2026-02-03,Tuesday,23:34,26.0
GA,Midday,2026-02-04,Wednesday,12:30,29.0
FL,Midday,2026-02-04,Wednesday,13:34,40.0
NY,Midday,2026-02-04,Wednesday,14:30,21.0
GA,Evening,2026-02-04,Wednesday,19:00,96.0
FL,Evening,2026-02-04,Wednesday,21:50,35.0
NY,Evening,2026-02-04,Wednesday,22:30,47.0
GA,Night,2026-02-04,Wednesday,23:34,68.0
GA,Midday,2026-02-05,Thursday,12:30,6.0
FL,Midday,2026-02-05,Thursday,13:34,54.0
NY,Midday,2026-02-05,Thursday,14:30,80.0
GA,Evening,2026-02-05,Thursday,19:00,32.0
FL,Evening,2026-02-05,Thursday,21:50,77.0
NY,Evening,2026-02-05,Thursday,22:30,59.0
GA,Night,2026-02-05,Thursday,23:34,32.0
GA,Midday,2026-02-06,Friday,12:30,89.0
FL,Midday,2026-02-06,Friday,13:34,84.0
NY,Midday,2026-02-06,Friday,14:30,66.0
GA,Evening,2026-02-06,Friday,19:00,28.0
FL,Evening,2026-02-06,Friday,21:50,55.0
NY,Evening,2026-02-06,Friday,22:30,91.0
GA,Night,2026-02-06,Friday,23:34,65.0
GA,Midday,2026-02-07,Saturday,12:30,95.0
FL,Midday,2026-02-07,Saturday,13:34,2.0
NY,Midday,2026-02-07,Saturday,14:30,48.0
GA,Evening,2026-02-07,Saturday,19:00,15.0
FL,Evening,2026-02-07,Saturday,21:50,3.0
NY,Evening,2026-02-07,Saturday,22:30,83.0
GA,Night,2026-02-07,Saturday,23:34,18.0
GA,Midday,2026-02-08,Sunday,12:30,67.0
FL,Midday,2026-02-08,Sunday,13:34,8.0
NY,Midday,2026-02-08,Sunday,14:30,85.0
GA,Evening,2026-02-08,Sunday,19:00,71.0
FL,Evening,2026-02-08,Sunday,21:50,74.0
NY,Evening,2026-02-08,Sunday,22:30,34.0
GA,Night,2026-02-08,Sunday,23:34,3.0
GA,Midday,2026-02-09,Monday,12:30,85.0
FL,Midday,2026-02-09,Monday,13:34,90.0
NY,Midday,2026-02-09,Monday,14:30,46.0
GA,Evening,2026-02-09,Monday,19:00,73.0
FL,Evening,2026-02-09,Monday,21:50,10.0
NY,Evening,2026-02-09,Monday,22:30,94.0
GA,Night,2026-02-09,Monday,23:34,61.0
GA,Midday,2026-02-10,Tuesday,12:30,68.0
FL,Midday,2026-02-10,Tuesday,13:34,22.0
NY,Midday,2026-02-10,Tuesday,14:30,73.0
GA,Evening,2026-02-10,Tuesday,19:00,71.0
FL,Evening,2026-02-10,Tuesday,21:50,97.0
NY,Evening,2026-02-10,Tuesday,22:30,70.0
GA,Night,2026-02-10,Tuesday,23:34,17.0
GA,Midday,2026-02-11,Wednesday,12:30,79.0
FL,Midday,2026-02-11,Wednesday,13:34,68.0
NY,Midday,2026-02-11,Wednesday,14:30,19.0
GA,Evening,2026-02-11,Wednesday,19:00,76.0
FL,Evening,2026-02-11,Wednesday,21:50,23.0
NY,Evening,2026-02-11,Wednesday,22:30,9.0
GA,Night,2026-02-11,Wednesday,23:34,70.0
GA,Midday,2026-02-12,Thursday,12:30,72.0
FL,Midday,2026-02-12,Thursday,13:34,22.0
NY,Midday,2026-02-12,Thursday,14:30,66.0
GA,Evening,2026-02-12,Thursday,19:00,6.0
FL,Evening,2026-02-12,Thursday,21:50,51.0
NY,Evening,2026-02-12,Thursday,22:30,35.0
GA,Night,2026-02-12,Thursday,23:34,17.0
GA,Midday,2026-02-13,Friday,12:30,34.0
FL,Midday,2026-02-13,Friday,13:34,84.0
NY,Midday,2026-02-13,Friday,14:30,21.0
GA,Evening,2026-02-13,Friday,19:00,33.0
FL,Evening,2026-02-13,Friday,21:50,2.0
NY,Evening,2026-02-13,Friday,22:30,17.0
GA,Night,2026-02-13,Friday,23:34,51.0
GA,Midday,2026-02-14,Saturday,12:30,32.0
FL,Midday,2026-02-14,Saturday,13:34,20.0
NY,Midday,2026-02-14,Saturday,14:30,42.0
GA,Evening,2026-02-14,Saturday,19:00,61.0
FL,Evening,2026-02-14,Saturday,21:50,85.0
NY,Evening,2026-02-14,Saturday,22:30,48.0
GA,Night,2026-02-14,Saturday,23:34,47.0
GA,Midday,2026-02-15,Sunday,12:30,48.0
FL,Midday,2026-02-15,Sunday,13:34,26.0
NY,Midday,2026-02-15,Sunday,14:30,87.0
GA,Evening,2026-02-15,Sunday,19:00,85.0
FL,Evening,2026-02-15,Sunday,21:50,31.0
NY,Evening,2026-02-15,Sunday,22:30,59.0
GA,Night,2026-02-15,Sunday,23:34,32.0
GA,Midday,2026-02-16,Monday,12:30,53.0
FL,Midday,2026-02-16,Monday,13:34,33.0
NY,Midday,2026-02-16,Monday,14:30,23.0
GA,Evening,2026-02-16,Monday,19:00,29.0
FL,Evening,2026-02-16,Monday,21:50,73.0
NY,Evening,2026-02-16,Monday,22:30,33.0
GA,Night,2026-02-16,Monday,23:34,90.0
GA,Midday,2026-02-17,Tuesday,12:30,64.0
FL,Midday,2026-02-17,Tuesday,13:34,7.0
NY,Midday,2026-02-17,Tuesday,14:30,78.0
GA,Evening,2026-02-17,Tuesday,19:00,15.0
FL,Evening,2026-02-17,Tuesday,21:50,31.0
NY,Evening,2026-02-17,Tuesday,22:30,31.0
GA,Night,2026-02-17,Tuesday,23:34,10.0
GA,Midday,2026-02-18,Wednesday,12:30,17.0
FL,Midday,2026-02-18,Wednesday,13:34,16.0
NY,Midday,2026-02-18,Wednesday,14:30,54.0
GA,Evening,2026-02-18,Wednesday,19:00,43.0
FL,Evening,2026-02-18,Wednesday,21:50,32.0
NY,Evening,2026-02-18,Wednesday,22:30,28.0
GA,Night,2026-02-18,Wednesday,23:34,78.0
GA,Midday,2026-02-19,Thursday,12:30,13.0
FL,Midday,2026-02-19,Thursday,13:34,38.0
NY,Midday,2026-02-19,Thursday,14:30,1.0
GA,Evening,2026-02-19,Thursday,19:00,95.0
FL,Evening,2026-02-19,Thursday,21:50,7.0
NY,Evening,2026-02-19,Thursday,22:30,68.0
GA,Night,2026-02-19,Thursday,23:34,55.0
GA,Midday,2026-02-20,Friday,12:30,89.0
FL,Midday,2026-02-20,Friday,13:34,86.0
NY,Midday,2026-02-20,Friday,14:30,17.0
GA,Evening,2026-02-20,Friday,19:00,8.0
FL,Evening,2026-02-20,Friday,21:50,78.0
NY,Evening,2026-02-20,Friday,22:30,37.0
GA,Night,2026-02-20,Friday,23:34,22.0
GA,Midday,2026-02-21,Saturday,12:30,84.0
FL,Midday,2026-02-21,Saturday,13:34,15.0
NY,Midday,2026-02-21,Saturday,14:30,7.0
GA,Evening,2026-02-21,Saturday,19:00,29.0
FL,Evening,2026-02-21,Saturday,21:50,47.0
NY,Evening,2026-02-21,Saturday,22:30,57.0
GA,Night,2026-02-21,Saturday,23:34,84.0
GA,Midday,2026-02-22,Sunday,12:30,11.0
FL,Midday,2026-02-22,Sunday,13:34,69.0
NY,Midday,2026-02-22,Sunday,14:30,53.0
GA,Evening,2026-02-22,Sunday,19:00,56.0
FL,Evening,2026-02-22,Sunday,21:50,36.0
NY,Evening,2026-02-22,Sunday,22:30,53.0
GA,Night,2026-02-22,Sunday,23:34,89.0
GA,Midday,2026-02-23,Monday,12:30,59.0
FL,Midday,2026-02-23,Monday,13:34,7.0
NY,Midday,2026-02-23,Monday,14:30,26.0
GA,Evening,2026-02-23,Monday,19:00,0.0
FL,Evening,2026-02-23,Monday,21:50,31.0
NY,Evening,2026-02-23,Monday,22:30,40.0
GA,Night,2026-02-23,Monday,23:34,29.0
GA,Midday,2026-02-24,Tuesday,12:30,62.0
FL,Midday,2026-02-24,Tuesday,13:34,21.0
NY,Midday,2026-02-24,Tuesday,14:30,85.0
GA,Evening,2026-02-24,Tuesday,19:00,79.0
FL,Evening,2026-02-24,Tuesday,21:50,62.0
NY,Evening,2026-02-24,Tuesday,22:30,2.0
GA,Night,2026-02-24,Tuesday,23:34,58.0
GA,Midday,2026-02-25,Wednesday,12:30,0.0
FL,Midday,2026-02-25,Wednesday,13:34,87.0
NY,Midday,2026-02-25,Wednesday,14:30,99.0
GA,Evening,2026-02-25,Wednesday,19:00,13.0
FL,Evening,2026-02-25,Wednesday,21:50,12.0
NY,Evening,2026-02-25,Wednesday,22:30,66.0
GA,Night,2026-02-25,Wednesday,23:34,1.0
GA,Midday,2026-02-26,Thursday,12:30,60.0
FL,Midday,2026-02-26,Thursday,13:34,14.0
NY,Midday,2026-02-26,Thursday,14:30,25.0
GA,Evening,2026-02-26,Thursday,19:00,86.0
FL,Evening,2026-02-26,Thursday,21:50,3.0
NY,Evening,2026-02-26,Thursday,22:30,27.0
GA,Night,2026-02-26,Thursday,23:34,53.0
GA,Midday,2026-02-27,Friday,12:30,29.0
FL,Midday,2026-02-27,Friday,13:34,20.0
NY,Midday,2026-02-27,Friday,14:30,62.0
GA,Evening,2026-02-27,Friday,19:00,61.0
FL,Evening,2026-02-27,Friday,21:50,53.0
NY,Evening,2026-02-27,Friday,22:30,40.0
GA,Night,2026-02-27,Friday,23:34,72.0
GA,Midday,2026-02-28,Saturday,12:30,16.0
FL,Midday,2026-02-28,Saturday,13:34,90.0
NY,Midday,2026-02-28,Saturday,14:30,60.0
GA,Evening,2026-02-28,Saturday,19:00,2.0
FL,Evening,2026-02-28,Saturday,21:50,1.0
NY,Evening,2026-02-28,Saturday,22:30,22.0
GA,Night,2026-02-28,Saturday,23:34,15.0
GA,Midday,2026-03-01,Sunday,12:30,81.0
FL,Midday,2026-03-01,Sunday,13:34,96.0
NY,Midday,2026-03-01,Sunday,14:30,33.0
GA,Evening,2026-03-01,Sunday,19:00,68.0
FL,Evening,2026-03-01,Sunday,21:50,63.0
NY,Evening,2026-03-01,Sunday,22:30,89.0
GA,Night,2026-03-01,Sunday,23:34,56.0
GA,Midday,2026-03-02,Monday,12:30,9.0
FL,Midday,2026-03-02,Monday,13:34,43.0
NY,Midday,2026-03-02,Monday,14:30,43.0
GA,Evening,2026-03-02,Monday,19:00,33.0
FL,Evening,2026-03-02,Monday,21:50,93.0
NY,Evening,2026-03-02,Monday,22:30,17.0
GA,Night,2026-03-02,Monday,23:34,75.0
GA,Midday,2026-03-03,Tuesday,12:30,14.0
FL,Midday,2026-03-03,Tuesday,13:34,55.0
NY,Midday,2026-03-03,Tuesday,14:30,32.0
GA,Evening,2026-03-03,Tuesday,19:00,65.0
FL,Evening,2026-03-03,Tuesday,21:50,34.0
NY,Evening,2026-03-03,Tuesday,22:30,94.0
GA,Night,2026-03-03,Tuesday,23:34,81.0
GA,Midday,2026-03-04,Wednesday,12:30,90.0
FL,Midday,2026-03-04,Wednesday,13:34,53.0
NY,Midday,2026-03-04,Wednesday,14:30,18.0
GA,Evening,2026-03-04,Wednesday,19:00,63.0
FL,Evening,2026-03-04,Wednesday,21:50,66.0
NY,Evening,2026-03-04,Wednesday,22:30,70.0
GA,Night,2026-03-04,Wednesday,23:34,55.0
GA,Midday,2026-03-05,Thursday,12:30,24.0
FL,Midday,2026-03-05,Thursday,13:34,41.0
NY,Midday,2026-03-05,Thursday,14:30,29.0
GA,Evening,2026-03-05,Thursday,19:00,95.0
FL,Evening,2026-03-05,Thursday,21:50,55.0
NY,Evening,2026-03-05,Thursday,22:30,47.0
GA,Night,2026-03-05,Thursday,23:34,50.0
GA,Midday,2026-03-06,Friday,12:30,90.0
FL,Midday,2026-03-06,Friday,13:34,62.0
NY,Midday,2026-03-06,Friday,14:30,34.0
GA,Evening,2026-03-06,Friday,19:00,27.0
FL,Evening,2026-03-06,Friday,21:50,73.0
NY,Evening,2026-03-06,Friday,22:30,53.0
GA,Night,2026-03-06,Friday,23:34,35.0
GA,Midday,2026-03-07,Saturday,12:30,24.0
FL,Midday,2026-03-07,Saturday,13:34,12.0
NY,Midday,2026-03-07,Saturday,14:30,87.0
GA,Evening,2026-03-07,Saturday,19:00,75.0
FL,Evening,2026-03-07,Saturday,21:50,59.0
NY,Evening,2026-03-07,Saturday,22:30,51.0
GA,Night,2026-03-07,Saturday,23:34,56.0
GA,Midday,2026-03-08,Sunday,12:30,56.0
FL,Midday,2026-03-08,Sunday,13:34,11.0
NY,Midday,2026-03-08,Sunday,14:30,0.0
GA,Evening,2026-03-08,Sunday,19:00,59.0
FL,Evening,2026-03-08,Sunday,21:50,89.0
NY,Evening,2026-03-08,Sunday,22:30,47.0
GA,Night,2026-03-08,Sunday,23:34,91.0
GA,Midday,2026-03-09,Monday,12:30,51.0
FL,Midday,2026-03-09,Monday,13:34,83.0
NY,Midday,2026-03-09,Monday,14:30,0.0
GA,Evening,2026-03-09,Monday,19:00,19.0
FL,Evening,2026-03-09,Monday,21:50,41.0
NY,Evening,2026-03-09,Monday,22:30,98.0
GA,Night,2026-03-09,Monday,23:34,67.0
GA,Midday,2026-03-10,Tuesday,12:30,75.0
FL,Midday,2026-03-10,Tuesday,13:34,58.0
NY,Midday,2026-03-10,Tuesday,14:30,19.0
GA,Evening,2026-03-10,Tuesday,19:00,30.0
FL,Evening,2026-03-10,Tuesday,21:50,63.0
NY,Evening,2026-03-10,Tuesday,22:30,82.0
GA,Night,2026-03-10,Tuesday,23:34,67.0
GA,Midday,2026-03-11,Wednesday,12:30,44.0
FL,Midday,2026-03-11,Wednesday,13:34,0.0
NY,Midday,2026-03-11,Wednesday,14:30,70.0
GA,Evening,2026-03-11,Wednesday,19:00,34.0
FL,Evening,2026-03-11,Wednesday,21:50,94.0
NY,Evening,2026-03-11,Wednesday,22:30,47.0
GA,Night,2026-03-11,Wednesday,23:34,63.0
GA,Midday,2026-03-12,Thursday,12:30,91.0
FL,Midday,2026-03-12,Thursday,13:34,8.0
NY,Midday,2026-03-12,Thursday,14:30,54.0
GA,Evening,2026-03-12,Thursday,19:00,86.0
FL,Evening,2026-03-12,Thursday,21:50,39.0
NY,Evening,2026-03-12,Thursday,22:30,65.0
GA,Night,2026-03-12,Thursday,23:34,2.0
GA,Midday,2026-03-13,Friday,12:30,32.0
FL,Midday,2026-03-13,Friday,13:34,50.0
NY,Midday,2026-03-13,Friday,14:30,40.0
GA,Evening,2026-03-13,Friday,19:00,67.0
FL,Evening,2026-03-13,Friday,21:50,34.0
NY,Evening,2026-03-13,Friday,22:30,86.0
GA,Night,2026-03-13,Friday,23:34,66.0
GA,Midday,2026-03-14,Saturday,12:30,28.0
FL,Midday,2026-03-14,Saturday,13:34,70.0
NY,Midday,2026-03-14,Saturday,14:30,95.0
GA,Evening,2026-03-14,Saturday,19:00,67.0
FL,Evening,2026-03-14,Saturday,21:50,73.0
NY,Evening,2026-03-14,Saturday,22:30,23.0
GA,Night,2026-03-14,Saturday,23:34,60.0
GA,Midday,2026-03-15,Sunday,12:30,99.0
FL,Midday,2026-03-15,Sunday,13:34,95.0
NY,Midday,2026-03-15,Sunday,14:30,12.0
GA,Evening,2026-03-15,Sunday,19:00,87.0
FL,Evening,2026-03-15,Sunday,21:50,91.0
NY,Evening,2026-03-15,Sunday,22:30,1.0
GA,Night,2026-03-15,Sunday,23:34,54.0
GA,Midday,2026-03-16,Monday,12:30,9.0
FL,Midday,2026-03-16,Monday,13:34,90.0
NY,Midday,2026-03-16,Monday,14:30,59.0
GA,Evening,2026-03-16,Monday,19:00,75.0
FL,Evening,2026-03-16,Monday,21:50,84.0
NY,Evening,2026-03-16,Monday,22:30,97.0
GA,Night,2026-03-16,Monday,23:34,89.0
GA,Midday,2026-03-17,Tuesday,12:30,86.0
FL,Midday,2026-03-17,Tuesday,13:34,36.0
NY,Midday,2026-03-17,Tuesday,14:30,29.0
GA,Evening,2026-03-17,Tuesday,19:00,84.0
FL,Evening,2026-03-17,Tuesday,21:50,15.0
NY,Evening,2026-03-17,Tuesday,22:30,44.0
GA,Night,2026-03-17,Tuesday,23:34,93.0
GA,Midday,2026-03-18,Wednesday,12:30,27.0
FL,Midday,2026-03-18,Wednesday,13:34,78.0
NY,Midday,2026-03-18,Wednesday,14:30,78.0
GA,Evening,2026-03-18,Wednesday,19:00,69.0
FL,Evening,2026-03-18,Wednesday,21:50,85.0
NY,Evening,2026-03-18,Wednesday,22:30,99.0
GA,Night,2026-03-18,Wednesday,23:34,98.0
GA,Midday,2026-03-19,Thursday,12:30,77.0
FL,Midday,2026-03-19,Thursday,13:34,52.0
NY,Midday,2026-03-19,Thursday,14:30,3.0
GA,Evening,2026-03-19,Thursday,19:00,13.0
FL,Evening,2026-03-19,Thursday,21:50,1.0
NY,Evening,2026-03-19,Thursday,22:30,47.0
GA,Night,2026-03-19,Thursday,23:34,65.0
GA,Midday,2026-03-20,Friday,12:30,83.0
FL,Midday,2026-03-20,Friday,13:34,33.0
NY,Midday,2026-03-20,Friday,14:30,1.0
GA,Evening,2026-03-20,Friday,19:00,73.0
FL,Evening,2026-03-20,Friday,21:50,97.0
NY,Evening,2026-03-20,Friday,22:30,55.0
GA,Night,2026-03-20,Friday,23:34,43.0
GA,Midday,2026-03-21,Saturday,12:30,73.0
FL,Midday,2026-03-21,Saturday,13:34,66.0
NY,Midday,2026-03-21,Saturday,14:30,71.0
GA,Evening,2026-03-21,Saturday,19:00,56.0
FL,Evening,2026-03-21,Saturday,21:50,65.0
NY,Evening,2026-03-21,Saturday,22:30,99.0
GA,Night,2026-03-21,Saturday,23:34,24.0
GA,Midday,2026-03-22,Sunday,12:30,68.0
